age,gender,marital_status,dependents,education,self_employed,income_annual,loan_amount,loan_amount_term,credit_history,property_area,loan_grade,debt_to_income_ratio,delinquencies_2yrs,open_accounts,total_accounts,risk_score,default,application_date
35,Male,Divorced,2,Not Graduate,No,13874,12340,24,1,Semiurban,B,0.10218752326707499,0,7,11,387,1,2023-09-16
24,Male,Married,2,Graduate,No,23727,28211,12,1,Rural,E,0.11256419020626475,1,4,13,496,1,2023-02-17
27,Male,Divorced,1,Graduate,No,25386,35017,60,1,Semiurban,B,0.09921920776475858,0,1,7,447,1,2023-02-24
41,Male,Single,1,Graduate,No,43927,35568,36,1,Urban,C,0.08314439037187789,0,4,7,655,0,2023-09-18
27,Female,Single,0,Graduate,Yes,60106,52779,24,0,Urban,B,0.05420804417812057,1,5,12,300,1,2023-02-03
37,Male,Married,1,Graduate,Yes,57199,65550,48,1,Rural,B,0.031482642428708116,0,5,7,650,1,2023-03-25
35,Male,Single,2,Not Graduate,No,56369,84512,24,1,Rural,C,0.07818915023716774,0,6,4,437,1,2023-03-31
28,Male,Married,1,Graduate,No,22493,25747,36,1,Rural,B,0.31132404110732753,0,5,7,530,0,2023-07-27
56,Male,Single,1,Graduate,Yes,44019,39199,12,1,Rural,C,0.2735317638163293,0,4,7,617,0,2023-09-24
41,Male,Married,2,Graduate,No,25162,10062,60,0,Urban,A,0.10403192451037631,0,4,11,344,1,2023-09-21
18,Male,Single,0,Graduate,No,49042,53433,36,1,Urban,D,0.17244222628228176,0,4,5,523,1,2023-12-14
36,Female,Single,1,Graduate,No,37098,38906,60,0,Urban,C,0.16552013825121673,0,8,4,300,1,2023-03-21
28,Male,Married,1,Graduate,No,56526,49952,36,1,Urban,D,0.0939666723781906,0,3,6,625,1,2023-08-16
43,Female,Single,0,Graduate,No,119148,84740,36,1,Urban,A,0.06728609379607817,1,4,6,692,0,2023-03-08
27,Female,Married,1,Graduate,No,35724,18926,60,1,Urban,B,0.07635758571001389,0,6,11,575,1,2023-11-26
33,Male,Divorced,1,Graduate,No,20917,27328,36,0,Semiurban,A,0.08462100093184806,0,8,5,326,1,2023-12-23
40,Male,Married,3,Not Graduate,No,16064,14499,36,1,Urban,B,0.24258054286072456,1,4,11,474,1,2023-01-30
43,Male,Divorced,1,Graduate,No,23192,26941,12,1,Urban,B,0.20971965525743216,1,6,11,615,1,2023-11-07
22,Female,Single,2,Not Graduate,No,61908,57813,60,1,Rural,E,0.059622431940864105,0,8,13,378,1,2023-06-20
31,Female,Single,0,Graduate,No,46270,67910,12,1,Urban,E,0.12414436359269093,0,7,11,593,1,2023-09-19
30,Female,Divorced,0,Graduate,No,40747,40973,48,0,Urban,C,0.1835887410036185,0,5,9,333,1,2023-09-27
28,Male,Married,0,Graduate,No,43946,10436,36,1,Urban,C,0.0365161998787544,0,8,6,595,0,2023-06-13
52,Female,Married,0,Graduate,No,52035,39986,12,1,Rural,B,0.19449204334626644,1,6,6,683,0,2023-07-27
39,Male,Married,1,Graduate,Yes,16671,19691,12,1,Semiurban,A,0.08131210101042904,0,3,10,507,1,2023-02-24
22,Male,Married,1,Not Graduate,Yes,59464,78112,60,0,Semiurban,D,0.036980374783516956,0,7,7,300,1,2023-12-24
44,Male,Single,3,Not Graduate,No,44121,54046,48,1,Urban,C,0.09924476101921871,0,3,6,547,1,2023-12-15
56,Male,Married,0,Graduate,Yes,17670,18170,48,0,Semiurban,C,0.24130979840875286,0,5,6,351,1,2023-12-27
45,Female,Married,2,Not Graduate,Yes,42946,20490,36,1,Urban,D,0.11766433776989065,0,2,8,606,1,2023-08-19
19,Male,Married,0,Graduate,No,18935,6130,24,1,Urban,E,0.17388285085891358,4,5,7,548,1,2023-11-22
30,Male,Divorced,0,Not Graduate,No,46867,30127,48,0,Semiurban,B,0.03554511051051028,1,4,6,300,1,2023-05-11
47,Male,Married,0,Graduate,No,38559,35983,48,0,Rural,B,0.05778204095544147,0,4,9,334,1,2023-02-18
27,Female,Single,0,Not Graduate,No,21925,22033,48,1,Urban,E,0.06325553144475467,1,2,1,367,1,2023-02-16
39,Female,Divorced,2,Graduate,No,44656,30571,36,1,Rural,C,0.04166078254869407,1,5,3,550,1,2023-09-08
42,Male,Married,4,Not Graduate,No,54421,49353,60,1,Urban,D,0.011016717015602978,0,4,6,632,0,2023-12-29
25,Male,Married,2,Graduate,No,27262,9273,12,1,Urban,B,0.23952816364969184,1,9,11,534,1,2023-04-11
34,Male,Single,2,Graduate,No,53698,70200,12,0,Urban,B,0.17784907719596854,2,6,9,301,1,2023-08-01
18,Female,Single,0,Graduate,Yes,31594,31007,60,1,Rural,B,0.22384982660390934,0,6,8,501,1,2023-10-22
24,Male,Married,1,Not Graduate,No,56226,18722,48,1,Urban,B,0.043108052435633905,1,4,14,484,0,2023-04-01
32,Male,Married,0,Graduate,Yes,34614,12240,36,1,Semiurban,D,0.056326845848573864,0,10,9,573,1,2023-07-25
22,Male,Divorced,0,Graduate,No,65288,82101,48,1,Urban,C,0.22818978413393498,0,3,3,532,1,2023-02-07
51,Male,Divorced,1,Graduate,Yes,22998,11505,36,1,Semiurban,E,0.18608075238354016,1,5,3,606,1,2023-09-14
20,Female,Divorced,0,Not Graduate,No,23334,12868,12,1,Semiurban,B,0.24440110564998385,2,4,6,329,1,2023-07-16
30,Male,Married,1,Graduate,No,24489,10958,48,1,Urban,A,0.09505787802677887,2,8,8,642,0,2023-01-29
36,Male,Married,0,Graduate,No,38689,18794,24,0,Rural,A,0.10421460576900442,1,10,8,300,1,2023-10-07
49,Male,Married,1,Not Graduate,No,33653,12730,24,1,Rural,B,0.056249996450117155,0,5,7,557,1,2023-07-27
20,Male,Single,1,Graduate,No,41910,30157,24,1,Urban,C,0.211757130638872,1,4,5,584,1,2023-10-15
46,Female,Single,0,Graduate,No,20291,6017,36,1,Semiurban,A,0.24780108264808645,0,6,8,538,1,2023-07-25
35,Male,Married,1,Graduate,Yes,25368,33796,12,1,Urban,B,0.04253046328386404,0,9,4,647,0,2023-08-07
25,Female,Divorced,0,Not Graduate,No,68550,67437,60,1,Rural,D,0.16659186907362333,2,3,14,460,1,2023-03-05
39,Female,Single,2,Graduate,No,43730,26922,36,1,Semiurban,A,0.0772298362111707,0,3,14,592,0,2023-03-28
36,Male,Single,0,Graduate,No,49602,31175,24,1,Urban,A,0.34694136578934776,0,5,6,606,1,2023-11-09
28,Male,Widowed,1,Not Graduate,No,31963,28802,48,1,Rural,C,0.15804943602154234,1,5,7,464,0,2023-08-18
35,Male,Single,0,Graduate,No,42083,14110,48,1,Urban,C,0.029174107235879838,0,3,9,553,1,2023-04-02
31,Female,Married,4,Not Graduate,Yes,28640,42378,48,1,Urban,E,0.07247552384514677,0,3,6,490,0,2023-08-24
36,Male,Married,1,Graduate,No,14398,16333,24,1,Rural,C,0.06335399230454623,1,7,6,541,1,2023-11-05
41,Male,Single,2,Graduate,No,60944,29273,24,0,Urban,E,0.14391323206732903,1,1,5,384,1,2023-01-19
50,Male,Divorced,0,Graduate,No,39778,51122,60,1,Urban,B,0.07635082115520506,0,3,7,648,0,2023-06-05
22,Female,Single,1,Graduate,Yes,25184,24352,24,0,Urban,B,0.21736477003082347,0,6,5,300,0,2023-10-31
56,Male,Married,4,Graduate,No,36338,44515,12,1,Rural,D,0.221365320066541,0,4,15,697,1,2023-07-23
18,Male,Single,0,Graduate,Yes,28765,37969,48,1,Urban,D,0.2029572467608941,0,4,9,506,1,2023-05-04
33,Male,Single,1,Not Graduate,Yes,76821,79482,24,1,Urban,C,0.08563103921845751,1,4,10,579,0,2023-12-22
40,Male,Single,0,Graduate,No,50806,54657,60,1,Urban,C,0.12151968155004614,1,1,11,669,1,2023-04-14
37,Female,Single,0,Not Graduate,No,20457,26008,60,1,Urban,A,0.1205745268650107,2,6,8,433,0,2023-07-18
28,Male,Single,0,Graduate,Yes,19116,17814,48,1,Rural,B,0.03708717259361552,1,4,6,399,1,2023-12-21
32,Female,Married,0,Graduate,No,41161,33136,48,1,Semiurban,A,0.3695024257811549,0,2,6,585,0,2023-06-13
30,Female,Married,0,Not Graduate,No,38839,43821,36,0,Rural,A,0.09477958486028616,1,7,7,303,1,2023-11-12
29,Male,Married,2,Graduate,No,47050,33490,48,1,Semiurban,D,0.3307204850712555,1,6,7,607,1,2023-05-20
43,Female,Married,0,Not Graduate,Yes,33804,27426,48,1,Urban,A,0.1684032638278135,0,6,6,525,1,2023-02-27
38,Male,Divorced,1,Graduate,No,26273,17523,12,0,Semiurban,B,0.08128060421066483,0,5,10,304,1,2023-04-16
28,Male,Divorced,1,Graduate,No,46855,62032,60,1,Rural,E,0.2143748942680953,0,4,8,473,1,2023-04-08
43,Female,Married,1,Graduate,Yes,48876,37404,60,1,Semiurban,B,0.08083166981902179,0,5,7,624,0,2023-12-11
38,Male,Divorced,1,Graduate,No,68100,84450,60,0,Rural,A,0.2520537885651644,1,8,11,300,1,2023-08-14
43,Female,Married,0,Graduate,No,52429,63382,48,0,Rural,C,0.18208056172420076,0,6,12,359,1,2023-07-08
41,Male,Married,0,Not Graduate,Yes,23898,5226,36,0,Rural,D,0.18843387694748778,0,6,6,314,1,2023-02-13
26,Female,Married,0,Graduate,No,41283,55863,24,1,Rural,B,0.06858250744867754,0,4,7,511,0,2023-04-02
29,Male,Married,1,Graduate,No,31479,28924,24,0,Semiurban,D,0.08176679014446708,1,4,7,300,1,2023-03-29
42,Male,Married,1,Not Graduate,No,22640,20901,24,1,Urban,B,0.2158152036022646,0,5,3,538,1,2023-05-14
41,Male,Married,1,Not Graduate,No,14847,9522,24,1,Semiurban,C,0.31209643329246994,1,3,3,495,1,2023-06-20
34,Female,Widowed,2,Graduate,Yes,111733,143117,36,1,Urban,A,0.14524123990452736,0,6,16,745,0,2023-02-21
36,Female,Divorced,0,Graduate,Yes,27461,10129,48,1,Urban,B,0.09541636311768407,0,7,10,582,1,2023-08-06
47,Male,Married,1,Graduate,No,34094,27985,36,1,Semiurban,C,0.09655282605355212,1,4,8,659,0,2023-04-22
29,Female,Married,0,Graduate,No,40534,21203,36,1,Urban,C,0.12994427597693697,0,6,6,599,0,2023-08-01
40,Male,Single,2,Graduate,No,38401,45790,36,1,Urban,C,0.09984538289306262,0,3,10,621,1,2023-08-07
32,Male,Single,0,Not Graduate,No,10292,4649,48,1,Semiurban,D,0.11171080303511136,0,4,7,307,1,2023-01-13
32,Female,Married,0,Graduate,Yes,33427,12598,60,1,Urban,A,0.013279746756286974,0,7,4,568,0,2023-04-25
45,Female,Married,2,Graduate,No,88042,40211,48,0,Urban,C,0.18255417754166098,0,2,7,502,1,2023-03-22
43,Female,Single,0,Not Graduate,No,32665,43904,12,1,Rural,A,0.13073534927500394,1,5,5,469,0,2023-01-29
43,Female,Divorced,0,Graduate,No,82253,59960,36,0,Urban,B,0.21844202661412715,1,7,11,417,1,2023-11-28
48,Male,Married,0,Not Graduate,No,36890,8570,48,1,Rural,C,0.02101759617449849,0,1,11,547,1,2023-04-08
35,Female,Married,2,Graduate,Yes,30467,36229,36,1,Rural,A,0.06701644818339493,0,4,4,582,1,2023-09-21
41,Male,Single,0,Graduate,No,39034,41777,60,1,Rural,A,0.2955337365090997,0,7,8,564,1,2023-12-27
31,Male,Single,1,Not Graduate,No,37004,30054,12,1,Urban,D,0.13319268700816098,0,6,6,420,1,2023-06-03
38,Male,Divorced,3,Graduate,Yes,36594,54767,24,1,Rural,B,0.19102590978858258,0,4,6,550,1,2023-06-27
33,Male,Married,0,Not Graduate,No,27145,17222,24,1,Urban,B,0.08606434672387339,0,7,10,467,1,2023-03-03
35,Male,Widowed,1,Graduate,No,18362,15522,48,1,Semiurban,C,0.1373261049761009,2,4,10,518,1,2023-10-03
40,Male,Widowed,0,Not Graduate,No,48080,30549,36,1,Semiurban,B,0.17819202596607084,0,3,10,536,1,2023-12-07
26,Male,Married,3,Graduate,No,38079,33826,24,0,Semiurban,A,0.047928851730877395,0,5,6,300,1,2023-12-05
55,Male,Single,2,Graduate,No,83467,120452,24,0,Rural,B,0.1033823874431758,0,6,12,428,1,2023-06-21
24,Male,Divorced,1,Graduate,No,35714,8529,36,0,Semiurban,A,0.06566040349445942,0,5,9,300,1,2023-08-08
22,Male,Widowed,0,Graduate,Yes,17035,19501,60,1,Semiurban,E,0.05550731380438294,0,3,5,483,1,2023-10-27
46,Male,Married,0,Graduate,No,42668,38800,36,1,Urban,E,0.08983470087642725,0,4,4,714,0,2023-09-14
42,Female,Married,2,Graduate,No,37720,20739,24,1,Semiurban,B,0.042960992543258004,0,5,9,608,1,2023-05-02
41,Female,Married,0,Graduate,No,29277,18163,36,0,Semiurban,B,0.12726048273151064,0,6,7,300,1,2023-11-30
41,Female,Married,0,Graduate,No,49474,21560,36,1,Semiurban,B,0.06697882459529317,1,1,10,645,0,2023-09-22
34,Male,Married,0,Not Graduate,No,46574,41455,36,1,Semiurban,A,0.40835535229806214,0,4,6,519,1,2023-10-27
26,Female,Divorced,1,Graduate,No,19961,4424,36,1,Urban,B,0.28103298406025895,0,7,5,527,1,2023-03-12
35,Male,Married,0,Graduate,No,28740,35295,48,1,Urban,A,0.33330404636227146,0,7,8,623,1,2023-07-03
28,Male,Single,2,Graduate,No,62768,68824,60,1,Semiurban,C,0.07422315205306042,0,9,3,598,0,2023-10-13
44,Male,Married,0,Graduate,No,22250,15490,24,0,Semiurban,B,0.1788146742525862,1,2,12,300,1,2023-08-12
33,Female,Single,0,Not Graduate,No,33316,16696,48,1,Urban,C,0.14311609640211068,1,5,5,450,1,2023-09-16
26,Male,Single,1,Graduate,Yes,40683,34428,60,1,Urban,A,0.2637037566363884,0,6,9,523,1,2023-09-12
31,Male,Divorced,0,Graduate,No,20395,13026,36,0,Semiurban,C,0.04277359613725565,1,4,6,301,1,2023-01-03
39,Male,Single,2,Graduate,No,34571,42105,24,1,Rural,A,0.26970983033490276,2,6,9,579,1,2023-08-05
29,Female,Single,0,Not Graduate,No,34008,22662,48,1,Urban,E,0.19422057801696918,1,6,7,418,1,2023-09-28
26,Female,Married,1,Graduate,No,30892,35208,48,1,Semiurban,C,0.12446947161569814,0,3,9,533,0,2023-04-21
37,Male,Married,3,Not Graduate,No,16894,17053,24,1,Rural,A,0.13808521002756496,0,4,16,429,1,2023-07-04
37,Male,Married,0,Graduate,No,36309,33785,36,1,Urban,B,0.06352742491557321,0,6,11,605,0,2023-05-24
29,Male,Single,0,Not Graduate,No,26654,35766,36,1,Urban,A,0.2148104623622542,1,3,7,387,1,2023-07-04
30,Female,Single,3,Graduate,Yes,61876,63906,24,1,Rural,C,0.19130481933769775,0,4,4,553,1,2023-12-08
37,Male,Single,2,Not Graduate,No,44704,63669,48,1,Urban,A,0.10336552023769971,0,4,5,457,0,2023-06-24
20,Female,Married,1,Graduate,Yes,24624,20062,48,1,Semiurban,B,0.2077274911407827,0,5,6,501,0,2023-04-29
20,Male,Single,0,Graduate,No,29799,20596,60,1,Semiurban,B,0.12111937519573318,2,6,5,458,1,2023-10-06
27,Female,Divorced,1,Not Graduate,No,38660,39011,36,1,Urban,D,0.1373716758267323,0,3,10,431,1,2023-09-17
32,Male,Married,0,Graduate,No,29776,22874,36,0,Urban,B,0.161103034079341,0,9,7,300,1,2023-05-29
38,Male,Single,3,Graduate,Yes,17024,13741,48,1,Semiurban,D,0.13926223608134503,1,4,7,541,1,2023-10-17
49,Male,Married,1,Not Graduate,No,42031,27493,24,1,Rural,E,0.15864108277681582,1,2,10,533,1,2023-01-02
43,Male,Married,1,Graduate,No,47244,53537,48,0,Urban,E,0.17423436746852464,0,4,9,379,1,2023-12-07
33,Male,Married,2,Graduate,No,52598,53357,48,1,Semiurban,B,0.31540191797986145,0,2,5,594,1,2023-09-02
34,Female,Single,2,Graduate,Yes,58068,53187,48,1,Semiurban,D,0.16565262522626842,2,4,3,589,0,2023-08-24
24,Male,Married,0,Graduate,No,24000,18799,48,1,Urban,B,0.21528577226131657,0,7,4,567,1,2023-10-03
34,Female,Married,0,Not Graduate,Yes,53765,56115,48,1,Semiurban,B,0.011706899593195085,1,6,5,484,0,2023-03-28
32,Female,Divorced,0,Graduate,No,20519,28128,24,1,Urban,D,0.08860318455016303,0,7,7,549,1,2023-03-02
38,Male,Single,2,Graduate,No,43415,51408,60,0,Semiurban,A,0.12082639995951158,1,5,8,301,1,2023-11-11
26,Female,Married,1,Graduate,No,25480,13974,36,1,Semiurban,B,0.21182877049447443,1,4,6,528,0,2023-12-03
40,Female,Married,0,Graduate,No,44763,47531,60,1,Semiurban,C,0.0996573774961336,0,8,5,588,0,2023-08-01
50,Male,Divorced,0,Not Graduate,No,17086,4704,36,1,Urban,A,0.07729328920951171,0,4,4,508,0,2023-06-23
33,Female,Divorced,0,Not Graduate,No,47636,64046,24,0,Rural,D,0.20093834882056408,1,5,9,310,1,2023-10-23
39,Male,Single,1,Graduate,Yes,24505,22143,60,0,Semiurban,B,0.12932040879356588,0,7,11,305,1,2023-09-06
41,Male,Single,1,Graduate,No,46231,50391,48,1,Semiurban,C,0.1435770157905053,0,1,14,592,0,2023-05-12
30,Female,Married,3,Not Graduate,Yes,43755,36907,48,1,Rural,E,0.06731596879478995,0,10,13,490,1,2023-01-17
37,Male,Single,2,Graduate,Yes,44033,41439,12,1,Rural,C,0.16421487759417489,0,6,4,563,1,2023-05-28
35,Male,Married,0,Graduate,Yes,37190,42595,60,1,Semiurban,D,0.05370261218319176,1,6,8,576,0,2023-09-13
35,Male,Single,4,Graduate,No,20260,27075,36,1,Urban,A,0.348203577695629,0,7,11,541,0,2023-10-28
27,Female,Married,0,Graduate,No,76509,33321,36,1,Rural,B,0.024272418633080873,1,4,6,616,1,2023-01-20
35,Female,Divorced,0,Not Graduate,No,34031,20096,60,1,Urban,C,0.16084136863555104,2,4,10,456,1,2023-08-05
39,Male,Widowed,1,Graduate,No,33988,47882,48,1,Semiurban,C,0.201313400993392,2,7,19,539,1,2023-01-24
49,Female,Married,0,Not Graduate,Yes,72578,17712,24,1,Semiurban,A,0.24622761659000417,0,4,12,597,0,2023-01-02
44,Female,Married,2,Graduate,No,23284,12895,36,1,Rural,C,0.15137928876935644,1,5,8,573,1,2023-11-28
56,Male,Divorced,0,Graduate,No,35463,30578,48,1,Rural,A,0.08745076879359928,0,2,16,610,1,2023-04-13
27,Male,Single,1,Not Graduate,No,39532,50857,60,1,Rural,A,0.29951934477356085,0,5,11,388,0,2023-03-21
43,Female,Married,1,Not Graduate,No,32342,23723,24,1,Semiurban,B,0.08287242068820805,1,5,5,500,1,2023-02-11
36,Female,Married,3,Not Graduate,No,41632,20398,48,1,Semiurban,C,0.02422422246360769,0,5,3,518,1,2023-10-04
56,Female,Single,1,Graduate,No,27155,16226,48,1,Urban,E,0.11883209617398269,0,2,10,647,0,2023-04-01
26,Male,Married,0,Not Graduate,No,35098,19061,24,1,Rural,C,0.06626996974374248,0,7,17,423,1,2023-10-19
26,Male,Single,1,Graduate,No,38778,15530,12,1,Rural,C,0.17088856470408897,0,3,11,482,1,2023-03-06
29,Male,Married,1,Graduate,No,71934,52827,36,1,Rural,B,0.11683520322475138,0,4,6,577,1,2023-01-14
18,Male,Single,0,Graduate,No,83124,68103,48,1,Urban,A,0.05335036074707051,0,4,8,593,1,2023-07-11
29,Male,Married,2,Graduate,No,39527,40581,36,1,Urban,C,0.1601848745942773,0,9,8,595,1,2023-07-07
27,Female,Single,1,Not Graduate,No,66145,64423,48,0,Semiurban,B,0.10192402431599257,0,9,7,301,1,2023-09-15
36,Male,Divorced,1,Graduate,No,25272,17710,48,1,Urban,C,0.09050637343514732,2,3,7,544,0,2023-08-13
38,Female,Married,1,Graduate,No,111933,50996,48,1,Urban,A,0.10901650318617216,1,4,12,722,0,2023-06-07
53,Male,Married,2,Graduate,Yes,32133,37858,12,1,Urban,B,0.08983120516431067,3,6,8,712,0,2023-05-15
44,Male,Married,1,Graduate,No,35724,35447,12,1,Rural,D,0.020363207270437115,0,7,10,642,0,2023-10-24
29,Male,Married,0,Graduate,No,47383,32583,48,1,Rural,D,0.18714971817770631,0,7,11,584,0,2023-11-30
26,Male,Single,0,Graduate,No,55618,26956,48,1,Semiurban,B,0.021557900152119613,0,8,6,553,1,2023-07-18
39,Male,Married,1,Graduate,No,33332,36700,36,0,Urban,B,0.13296065292852138,1,4,9,349,1,2023-10-29
21,Female,Single,1,Graduate,No,13305,14341,36,1,Urban,E,0.14018213779424513,0,5,7,467,1,2023-09-04
53,Female,Single,1,Not Graduate,No,50409,39129,48,1,Urban,D,0.04289795432028044,1,2,8,629,1,2023-01-15
46,Male,Married,0,Graduate,No,23039,14420,24,1,Semiurban,D,0.03833759329435049,2,1,10,664,0,2023-08-20
30,Male,Single,2,Graduate,No,53482,75079,48,0,Rural,B,0.1611708533561252,1,5,8,300,1,2023-02-16
18,Female,Married,2,Not Graduate,No,52899,59686,36,1,Urban,B,0.2036458370997571,0,4,6,490,1,2023-07-19
48,Male,Married,3,Graduate,No,39986,17523,48,1,Urban,A,0.12047258248301551,0,3,7,690,1,2023-08-05
33,Male,Married,1,Not Graduate,No,57076,32918,36,1,Urban,A,0.24790174708090285,1,6,8,560,0,2023-01-07
47,Male,Married,0,Graduate,No,28419,38696,48,1,Rural,B,0.09857927898743431,1,5,6,602,1,2023-09-21
19,Female,Married,1,Not Graduate,Yes,72213,37299,36,1,Rural,B,0.21328985609772735,1,4,9,480,1,2023-07-21
29,Male,Married,0,Graduate,Yes,39397,19863,36,1,Rural,E,0.0770928627760498,0,2,10,517,1,2023-09-05
35,Male,Married,0,Graduate,No,33101,9024,36,0,Semiurban,B,0.0694152845274495,1,1,5,300,1,2023-05-23
35,Female,Single,2,Graduate,No,64256,47570,48,1,Urban,C,0.2620235747804017,0,2,5,593,0,2023-05-21
30,Male,Married,1,Graduate,No,26040,19050,36,1,Rural,E,0.10646140471826494,1,6,7,552,0,2023-07-10
41,Male,Married,2,Not Graduate,No,12677,14199,24,1,Urban,B,0.09889391752733366,0,3,4,513,1,2023-06-23
24,Male,Married,1,Graduate,No,19461,27615,60,1,Urban,A,0.3528450528359073,0,2,7,529,1,2023-11-02
33,Female,Widowed,2,Graduate,No,74424,104484,36,0,Urban,B,0.1564152997818428,0,4,7,387,1,2023-05-29
36,Male,Divorced,2,Graduate,No,41150,25812,24,1,Urban,D,0.1618737748301968,0,5,8,592,0,2023-09-26
40,Female,Single,3,Not Graduate,No,39540,26210,48,1,Urban,C,0.010145031894948016,0,5,7,490,1,2023-12-17
42,Female,Single,0,Not Graduate,No,57260,81215,48,0,Rural,B,0.08825356993422787,0,4,6,318,1,2023-09-28
23,Male,Single,0,Graduate,Yes,42099,12483,36,1,Urban,D,0.09583473568816162,0,8,12,569,0,2023-02-13
19,Female,Single,2,Graduate,No,31647,21685,48,0,Rural,B,0.07656203782466056,0,2,9,310,1,2023-11-01
47,Male,Single,0,Graduate,Yes,29163,30074,24,1,Rural,B,0.09863196156719878,1,5,3,569,1,2023-11-14
38,Male,Married,0,Graduate,No,20176,4923,36,1,Semiurban,C,0.0641308320787826,0,5,10,601,0,2023-04-27
27,Male,Divorced,3,Graduate,No,21301,13736,24,1,Urban,D,0.26089990301782223,1,2,9,519,1,2023-06-01
50,Male,Married,2,Graduate,No,39630,34745,36,1,Semiurban,B,0.2282016363228245,0,5,10,687,1,2023-04-20
36,Male,Single,0,Not Graduate,No,33595,45704,36,1,Rural,B,0.18871549504823226,2,6,8,404,1,2023-12-11
46,Male,Married,2,Not Graduate,Yes,46352,23824,36,1,Urban,B,0.23692153191194115,1,4,5,570,0,2023-03-15
35,Male,Married,0,Graduate,No,34791,41943,36,1,Rural,A,0.11775953767330977,0,4,9,591,0,2023-05-19
55,Female,Divorced,0,Graduate,No,21332,16823,36,1,Semiurban,C,0.0711548511579137,0,2,10,591,1,2023-04-25
52,Male,Divorced,1,Not Graduate,No,41060,34637,36,1,Rural,C,0.13486816790660036,1,7,5,521,0,2023-01-09
32,Female,Divorced,0,Graduate,No,39847,8428,24,1,Rural,C,0.22042670840227727,0,5,4,475,1,2023-10-02
44,Male,Married,1,Graduate,No,36630,21943,24,1,Urban,D,0.2276152248166749,0,3,7,640,1,2023-05-25
41,Male,Married,1,Not Graduate,No,39285,53305,24,1,Semiurban,C,0.26464741682353343,1,6,9,503,1,2023-09-04
48,Male,Single,1,Graduate,No,97036,80487,48,0,Urban,A,0.22088837716154788,0,6,14,473,1,2023-06-11
25,Male,Married,0,Graduate,No,20011,20238,48,1,Urban,B,0.10879650987144732,2,4,9,543,0,2023-06-26
41,Male,Single,0,Graduate,No,22502,9833,48,1,Rural,B,0.19577639169782904,0,1,11,534,1,2023-06-17
45,Female,Married,2,Graduate,No,15507,22891,48,1,Rural,D,0.15045431024253306,0,5,6,610,0,2023-06-29
18,Female,Married,1,Graduate,No,38035,26899,36,1,Rural,C,0.08919665133940839,1,5,7,531,0,2023-11-23
23,Female,Single,3,Graduate,No,13794,9412,48,1,Urban,B,0.29817429408216406,0,5,5,485,1,2023-08-25
18,Male,Single,2,Graduate,No,40622,53948,48,1,Urban,D,0.05170584812462371,2,6,11,549,0,2023-03-30
32,Female,Single,2,Not Graduate,No,35309,15699,12,0,Semiurban,B,0.053082855449970635,1,4,10,316,1,2023-07-29
42,Male,Single,2,Graduate,No,27257,32080,60,1,Urban,D,0.212406811011328,0,2,6,623,0,2023-12-21
50,Male,Single,0,Graduate,No,45979,30089,12,1,Urban,A,0.13340896563846588,0,3,13,678,1,2023-06-06
35,Female,Single,0,Graduate,No,42120,43198,36,1,Rural,A,0.18802054866115128,3,7,4,555,0,2023-03-13
51,Female,Single,0,Graduate,Yes,81027,110193,36,0,Rural,D,0.14053259582991115,0,6,6,393,1,2023-05-30
21,Male,Single,1,Not Graduate,No,49341,59130,48,1,Rural,A,0.23719135324696294,2,5,6,395,1,2023-04-13
18,Male,Widowed,3,Graduate,No,35187,37472,60,1,Semiurban,C,0.06274347996369461,0,5,12,505,1,2023-09-02
34,Male,Married,2,Graduate,Yes,11606,10497,60,0,Semiurban,C,0.047499614262227166,1,5,7,300,1,2023-07-09
38,Female,Single,0,Graduate,No,57804,14225,36,0,Rural,C,0.07098714196645281,0,4,13,300,1,2023-12-21
34,Male,Married,1,Graduate,No,58037,55931,48,0,Urban,D,0.11688088805865621,2,8,8,387,1,2023-07-26
18,Female,Divorced,4,Graduate,No,70390,55621,12,1,Rural,C,0.035202110411965665,0,5,10,566,1,2023-07-17
